id,STAR_WHITE_DWARF,STAR_CATY_VAR,STAR_BROWN_DWARF,SERENDIPITY_RED,REDDEN_STD,STAR_BHB,GALAXY,SERENDIPITY_DISTANT,QSO,SKY,STAR_RED_DWARF,ROSAT_D,STAR_PN,SERENDIPITY_FIRST,STAR_CARBON,SPECTROPHOTO_STD,STAR_SUB_DWARF,SERENDIPITY_MANUAL,SERENDIPITY_BLUE
199991,8.724135e-07,1.3061172e-07,0.0006989064,0.06662153,1.5556502e-08,1.006739e-05,1.7432661e-06,1.215964e-05,0.00025553952,2.0752469e-09,0.9317162,0.0004923227,5.106439e-11,3.8068627e-06,4.7283875e-06,8.5174105e-07,1.5865105e-09,0.00017337315,7.64818e-06
199992,2.9418892e-05,6.8086416e-07,4.4443635e-08,1.1374121e-05,1.0527039e-05,2.9028175e-08,0.0001922701,0.0040430734,0.60946614,2.0992455e-07,4.1630624e-06,0.13737026,2.1460285e-06,0.24672118,3.8813912e-05,1.0593522e-08,9.542088e-09,6.5165856e-05,0.002044453
199993,3.9942447e-06,5.247665e-09,7.220164e-11,1.9719866e-11,3.1641587e-06,3.148159e-09,0.99659973,1.4959332e-08,2.5317604e-05,3.265219e-08,3.9720757e-10,0.0014983299,1.86883e-09,0.001867633,4.1215918e-07,6.380901e-07,6.9653483e-10,6.818655e-07,9.347963e-09
199994,3.7013021e-06,0.00013460482,1.5783232e-10,9.937463e-08,3.8056005e-08,1.313095e-08,6.3796e-07,0.00029020815,0.1719288,6.537611e-11,1.9200007e-07,0.011168566,1.2140565e-06,0.017155856,1.6305791e-09,5.2381502e-11,6.564153e-10,2.7283834e-06,0.7993133
199995,2.1632868e-08,7.049559e-10,5.508157e-07,3.2104632e-05,6.405284e-09,9.850693e-08,2.3718793e-07,4.791427e-06,0.00010908056,5.2046785e-09,0.9979837,0.0018487357,6.701866e-10,1.6299155e-05,2.1371255e-08,3.3568057e-09,1.9395183e-10,4.945076e-07,3.7900627e-06
199996,0.001137298,5.6561066e-07,7.317608e-10,3.430152e-10,0.98591983,0.0023748046,7.593821e-06,9.8675455e-06,0.00074853754,5.6697242e-08,1.2851207e-09,0.009752236,7.9160635e-08,2.286148e-05,4.275598e-07,1.1676881e-05,3.06221e-09,5.5709208e-08,1.409702e-05
199997,0.0017928593,0.00024948004,5.695162e-08,2.5166955e-06,7.030467e-08,2.6114856e-05,1.6477667e-06,0.34583408,0.0025189794,1.1664175e-08,1.1192537e-06,0.0036682824,4.4945867e-07,0.0006015179,5.3193935e-07,1.5911708e-09,1.7840861e-07,0.00020684289,0.6450952
199998,7.613272e-05,7.283024e-07,4.8670317e-09,6.140617e-09,1.4028927e-05,0.00030552602,3.0918407e-06,4.7727335e-06,0.000101594494,5.1466115e-10,8.1488984e-08,0.0011871831,8.23484e-10,8.2594875e-07,4.9799155e-08,0.9982999,2.9862657e-09,6.5545834e-08,6.096291e-06
199999,1.8425118e-06,2.5599337e-10,9.751432e-10,2.6117533e-10,4.906362e-09,1.0966942e-06,0.99945,2.4006761e-08,0.0003236217,2.6394317e-10,2.1008064e-09,0.00021207202,3.6344042e-10,1.03471575e-05,1.6763321e-08,9.562536e-07,3.4360395e-10,6.5793393e-09,6.077636e-08
200000,0.0009891205,0.0057136593,8.7948543e-10,3.111156e-07,8.3948277e-07,5.3218726e-05,1.6918248e-06,0.00012622,0.41204098,9.934793e-09,1.8768603e-07,0.02369789,7.934862e-07,0.07254619,4.733728e-07,6.026133e-10,2.9509716e-08,9.292121e-07,0.4848274
