id,STAR_WHITE_DWARF,STAR_CATY_VAR,STAR_BROWN_DWARF,SERENDIPITY_RED,REDDEN_STD,STAR_BHB,GALAXY,SERENDIPITY_DISTANT,QSO,SKY,STAR_RED_DWARF,ROSAT_D,STAR_PN,SERENDIPITY_FIRST,STAR_CARBON,SPECTROPHOTO_STD,STAR_SUB_DWARF,SERENDIPITY_MANUAL,SERENDIPITY_BLUE
199991,1.01852756e-07,2.7716035e-07,6.059059e-05,0.03623325,3.3495365e-07,1.2570409e-07,5.6395095e-07,1.0299917e-06,0.0001270086,2.2280679e-07,0.9627454,0.00076569803,1.0586279e-08,2.7805841e-05,2.645311e-05,2.2690363e-06,3.6940463e-07,3.9348728e-07,7.972207e-06
199992,8.536962e-06,2.4101607e-07,1.3948328e-07,3.5496635e-07,2.1145291e-07,1.6278595e-07,0.00024823518,9.7468175e-05,0.85342824,2.4907263e-07,1.8435661e-06,0.0281241,2.9055653e-05,0.11740375,2.1446444e-06,2.4184172e-07,7.789965e-08,4.6610635e-06,0.0006502776
199993,4.7266846e-07,2.838967e-07,2.9893612e-09,1.1751138e-09,2.513018e-07,6.725451e-08,0.997733,1.0874693e-07,3.976686e-05,1.02347615e-08,1.2911424e-08,0.0016196711,6.32491e-08,0.0006051253,2.0164012e-07,6.5691296e-08,1.4007502e-07,3.5699412e-07,2.772031e-07
199994,2.662634e-05,0.00020861746,1.0617909e-08,5.8445664e-07,2.4173223e-06,2.847943e-06,1.3557292e-05,0.00013926758,0.15063968,2.3407009e-07,2.7240703e-06,0.018349735,1.5760987e-06,0.016769918,1.7015805e-06,1.4651597e-06,1.1013904e-06,1.5311107e-06,0.81383646
199995,3.886552e-09,1.4411052e-07,2.9743725e-07,4.2864126e-06,6.040214e-11,3.0670542e-09,5.2969416e-08,1.1448012e-06,0.00012657279,3.1243206e-09,0.99768746,0.0021659175,6.785217e-10,1.0998968e-05,7.6395895e-07,1.2810355e-09,2.5239947e-07,6.1810687e-12,2.1722212e-06
199996,0.0016682531,2.2910889e-07,6.0745336e-08,1.17979475e-07,0.9679491,0.0065484275,8.036944e-06,7.760662e-05,0.0015927831,1.1968433e-07,2.4446718e-08,0.022116875,3.2214598e-10,4.888512e-06,2.6276513e-07,6.2562362e-06,2.4764797e-06,1.3588863e-07,2.4372079e-05
199997,0.00019051829,7.5857884e-06,4.7040043e-08,6.9522173e-07,4.238397e-06,3.1434645e-06,5.915034e-06,0.3095396,0.004088879,9.813491e-08,1.0017782e-06,0.005079737,5.340168e-07,0.0007238635,1.3260727e-06,4.1925693e-07,7.64098e-07,0.0059621427,0.6743895
199998,2.3982491e-05,1.0434029e-07,1.2387932e-10,2.9961333e-09,9.3666695e-06,0.00042042506,2.1841515e-05,6.703703e-06,0.00036586146,1.2062925e-09,1.8209393e-08,0.0025616076,4.418027e-09,9.221118e-06,2.1108406e-06,0.99657166,5.5181954e-07,1.3694013e-08,6.4241067e-06
199999,8.638618e-07,2.349852e-07,1.264624e-09,3.013968e-09,9.977798e-06,7.928799e-07,0.9985096,5.78417e-08,0.00018157963,3.3527056e-07,5.6440935e-08,0.001256276,1.2638283e-07,3.7993304e-05,4.1538584e-08,1.4724397e-06,1.2852117e-07,1.4375071e-07,3.8913768e-07
200000,0.00041813217,0.0025050156,1.5475649e-07,3.7384773e-06,4.858714e-06,2.5046284e-05,2.9279508e-05,0.0002589474,0.46119308,1.2538619e-06,6.314275e-06,0.013476726,2.075906e-06,0.0613646,1.0582836e-05,2.4073493e-06,2.0887624e-06,2.6310825e-06,0.46069306
