id,STAR_WHITE_DWARF,STAR_CATY_VAR,STAR_BROWN_DWARF,SERENDIPITY_RED,REDDEN_STD,STAR_BHB,GALAXY,SERENDIPITY_DISTANT,QSO,SKY,STAR_RED_DWARF,ROSAT_D,STAR_PN,SERENDIPITY_FIRST,STAR_CARBON,SPECTROPHOTO_STD,STAR_SUB_DWARF,SERENDIPITY_MANUAL,SERENDIPITY_BLUE
199991,2.2562573e-07,1.0440546e-07,7.6425695e-06,0.110280894,1.15791146e-07,4.1972885e-07,2.774512e-08,1.3501392e-06,0.0001001265,1.0797605e-09,0.8889467,0.00065650634,4.41721e-10,2.4285778e-06,7.64982e-09,6.1412756e-08,1.0211902e-08,8.062133e-07,2.5156992e-06
199992,3.6041733e-06,1.3796878e-09,4.331143e-09,1.686956e-06,1.01146855e-10,7.3342343e-10,2.5763455e-05,6.613959e-06,0.8944989,1.6422148e-09,1.2177526e-07,0.037365578,2.6922486e-10,0.06802698,1.2715512e-06,2.0305922e-10,9.527184e-11,5.4637127e-07,6.8984926e-05
199993,5.227563e-09,2.659004e-10,9.266319e-13,1.1223137e-12,1.213837e-08,8.225656e-11,0.9982602,6.112858e-11,2.3869932e-05,6.3170557e-13,4.3307087e-14,0.0014186405,3.0172948e-15,0.0002972817,2.1145843e-10,1.1979375e-11,6.353e-14,5.463363e-12,1.485087e-08
199994,1.8418075e-05,5.0540446e-05,7.212941e-09,1.4541198e-08,1.0706005e-08,1.7836383e-07,1.138163e-07,0.00056083215,0.1541102,1.814706e-09,1.271483e-07,0.027889907,1.4610783e-08,0.018759163,1.4623129e-07,1.6111024e-08,2.0142874e-08,4.0230557e-08,0.7986102
199995,1.9140316e-09,8.106863e-08,2.0032347e-09,5.518395e-07,2.5371058e-10,1.4480568e-08,2.0569921e-09,4.440875e-07,5.6585723e-05,1.954515e-11,0.9972826,0.0026415088,3.039631e-13,1.6691776e-05,1.0091409e-10,1.05685675e-10,1.8951505e-11,2.839806e-12,1.5696176e-06
199996,0.0012568879,2.5140487e-10,1.9235351e-08,2.6738247e-09,0.9746889,0.0035969478,6.4494207e-06,5.2198102e-05,0.0016068514,6.8226136e-10,7.614315e-09,0.018788496,4.7416103e-12,5.9064433e-07,1.8028447e-07,1.5839161e-06,4.30294e-08,5.9961697e-10,7.556697e-07
199997,0.00014683328,1.8511348e-06,4.7227434e-08,1.5542382e-08,9.4328534e-08,3.6518296e-07,8.5425444e-07,0.30181855,0.0017063199,4.2737295e-08,1.2092703e-07,0.0039476585,5.8858287e-08,6.695153e-05,1.9669055e-07,3.352224e-08,4.7378286e-08,0.0022404643,0.6900695
199998,2.3485461e-05,2.6703832e-09,9.182485e-11,3.4591715e-11,1.6788025e-06,0.0004897847,1.17746395e-05,3.4193622e-06,0.00027594066,1.9635613e-12,2.9351632e-10,0.0017178147,6.3738714e-14,6.6262014e-09,2.180501e-09,0.99746954,3.4839954e-11,1.6159233e-09,6.6826415e-06
199999,1.9898458e-09,4.1170036e-08,4.6924633e-13,1.121337e-12,1.6310776e-07,6.550136e-10,0.99856585,2.1037755e-11,0.00026254062,1.4563486e-14,4.0240536e-14,0.0011660423,3.2359182e-13,5.4799684e-06,2.599779e-11,4.9984322e-11,6.311143e-11,2.380726e-12,9.308697e-10
200000,0.00035239887,0.005015993,3.8429393e-09,1.4468095e-08,5.7013477e-08,1.2671818e-06,4.288168e-07,0.00012010888,0.4985918,5.5781785e-10,4.744159e-08,0.007886709,7.017403e-09,0.06446248,1.5295768e-07,1.4012004e-07,3.913786e-07,1.2157521e-08,0.42356786
200001,1.3952526e-06,0.9806472,7.638006e-11,2.5558575e-10,1.9673578e-07,4.4228716e-07,0.00053570705,2.9311732e-07,0.0033827387,8.0363854e-10,2.5911767e-08,0.013990535,1.929842e-12,1.2847518e-06,2.3333674e-05,2.8642802e-07,0.0014099188,1.2110344e-08,6.6526395e-06
