id,STAR_WHITE_DWARF,STAR_CATY_VAR,STAR_BROWN_DWARF,SERENDIPITY_RED,REDDEN_STD,STAR_BHB,GALAXY,SERENDIPITY_DISTANT,QSO,SKY,STAR_RED_DWARF,ROSAT_D,STAR_PN,SERENDIPITY_FIRST,STAR_CARBON,SPECTROPHOTO_STD,STAR_SUB_DWARF,SERENDIPITY_MANUAL,SERENDIPITY_BLUE
199991,5.8088335e-07,1.0337796e-07,6.581009e-05,0.15414956,1.163611e-08,4.9430935e-07,7.219341e-08,5.270632e-06,0.00022425214,1.467e-08,0.84405833,0.0013856284,6.30827e-10,1.6995733e-06,8.549367e-07,1.2150629e-07,5.5284985e-11,0.000105455685,1.7297705e-06
199992,1.562538e-05,1.8189574e-08,1.0340251e-09,1.0678039e-06,1.3800365e-08,7.818968e-10,9.6578784e-05,0.00012418702,0.8883377,1.4030361e-09,5.8960868e-08,0.03252582,3.210247e-07,0.078675374,4.3067066e-06,8.844557e-09,7.914781e-12,1.5176459e-05,0.00020375557
199993,3.415826e-08,1.4402286e-09,3.32563e-12,4.7504795e-12,2.7818936e-07,2.2165445e-11,0.99744296,1.5210039e-10,3.738959e-05,2.5912758e-10,1.6838587e-13,0.0022011315,1.0383222e-12,0.0003182276,7.1335835e-09,1.2993747e-09,2.3948543e-12,5.0176485e-09,5.362849e-09
199994,1.0655973e-05,0.000111465684,2.865618e-10,1.0243287e-08,2.5711497e-10,1.19889645e-08,1.6866252e-07,0.0003773222,0.13129254,8.698403e-10,1.7580383e-08,0.015760431,5.202968e-06,0.019244194,3.5393896e-10,2.1244804e-09,7.7151086e-10,1.638683e-06,0.8331962
199995,2.3475486e-09,2.5859457e-09,1.17667724e-08,3.3505714e-06,3.5088522e-11,7.5706375e-10,9.707128e-09,1.7557521e-06,4.7429843e-05,2.1997335e-10,0.99825424,0.001688348,1.7514865e-11,4.5468705e-06,1.6759935e-09,4.999316e-10,2.2701979e-13,4.478788e-09,1.855805e-07
199996,0.0013491351,1.2711032e-08,3.4282298e-08,1.16895045e-07,0.9751281,0.005741813,3.703119e-06,4.426433e-05,0.0011676293,1.1530913e-08,1.4850161e-08,0.016559131,1.3330139e-09,8.126795e-07,2.738661e-08,2.2875015e-06,8.2618804e-08,4.246359e-08,2.821236e-06
199997,0.00031828816,2.3259548e-05,4.7136735e-09,1.3819867e-08,1.0847152e-08,7.893003e-08,1.6620328e-07,0.2932084,0.0013640255,5.926918e-08,6.5405466e-08,0.002852797,1.0360084e-06,0.00010978345,5.2510862e-09,9.387319e-09,1.3118847e-08,0.0011917325,0.7009303
199998,2.3511706e-05,5.0096296e-09,6.080037e-10,1.7793729e-09,2.8322893e-06,0.000435955,1.6726882e-06,1.7101761e-06,0.0001058108,8.7264435e-10,8.584753e-09,0.0017228638,3.894228e-11,3.9321824e-07,4.001139e-09,0.99770266,2.828635e-09,1.1284681e-08,2.683983e-06
199999,2.468544e-07,8.21078e-09,2.0924373e-12,7.794863e-13,1.4756851e-07,5.8867716e-08,0.9977071,1.2579007e-10,0.0007035056,1.976264e-12,1.3552994e-12,0.0015862864,8.304487e-14,2.521688e-06,6.4458183e-10,7.6338445e-08,4.6269993e-12,1.2451566e-09,5.721027e-09
200000,0.0007448053,0.0064713666,9.497733e-09,9.385926e-07,3.090494e-08,1.1984097e-05,1.4700029e-06,0.00015579106,0.45178932,6.438942e-09,2.05095e-07,0.017707566,3.3168974e-06,0.07474937,5.9341932e-08,7.172312e-08,4.033164e-08,1.2881992e-06,0.44836238
